title,ingredients,instructions,picture_link
Good Old Fashioned Pancakes,"['1 1/2 cups all-purpose flour ADVERTISEMENT', '3 1/2 teaspoons baking powder ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '1 tablespoon white sugar ADVERTISEMENT', '1 1/4 cups milk ADVERTISEMENT', '1 egg ADVERTISEMENT', '3 tablespoons butter, melted ADVERTISEMENT', 'ADVERTISEMENT']","In a large bowl, sift together the flour, baking powder, salt and sugar. Make a well in the center and pour in the milk, egg and melted butter; mix until smooth.
Heat a lightly oiled griddle or frying pan over medium high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each pancake. Brown on both sides and serve hot.
",2UXAfMG0SH4NTh2LJLZc8A05sfDyc7u
Banana Crumb Muffins,"['1 1/2 cups all-purpose flour ADVERTISEMENT', '1 teaspoon baking soda ADVERTISEMENT', '1 teaspoon baking powder ADVERTISEMENT', '1/2 teaspoon salt ADVERTISEMENT', '3 bananas, mashed ADVERTISEMENT', '3/4 cup white sugar ADVERTISEMENT', '1 egg, lightly beaten ADVERTISEMENT', '1/3 cup butter, melted ADVERTISEMENT', '1/3 cup packed brown sugar ADVERTISEMENT', '2 tablespoons all-purpose flour ADVERTISEMENT', '1/8 teaspoon ground cinnamon ADVERTISEMENT', '1 tablespoon butter ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 375 degrees F (190 degrees C). Lightly grease 10 muffin cups, or line with muffin papers.
In a large bowl, mix together 1 1/2 cups flour, baking soda, baking powder and salt. In another bowl, beat together bananas, sugar, egg and melted butter. Stir the banana mixture into the flour mixture just until moistened. Spoon batter into prepared muffin cups.
In a small bowl, mix together brown sugar, 2 tablespoons flour and cinnamon. Cut in 1 tablespoon butter until mixture resembles coarse cornmeal. Sprinkle topping over muffins.
Bake in preheated oven for 18 to 20 minutes, until a toothpick inserted into center of a muffin comes out clean.
",KtfWoJytrBqQMAQFzTK18Wvw2nrTaIi
Bailey's Irish Cream Brownies,"['2 (19.8 ounce) packages fudge brownie mix (such as Duncan Hines®) ADVERTISEMENT', '1 cup Irish cream liqueur (such as Baileys®) ADVERTISEMENT', '2/3 cup vegetable oil ADVERTISEMENT', '2 eggs ADVERTISEMENT', '1 cup unsalted butter, softened ADVERTISEMENT', '5 tablespoons Irish cream liqueur (such as Baileys®) ADVERTISEMENT', ""4 cups confectioners' sugar ADVERTISEMENT"", 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
Butter the bottom of a 10 1/2x15 1/2-inch jelly roll pan.
Place fudge brownie mix into a large bowl; beat in 1 cup of Irish cream liqueur, vegetable oil, and eggs until the mixture forms a smooth batter.
Spread the batter into the prepared jelly roll pan.
Bake in the preheated oven until the brownies are set and a toothpick inserted into the center comes out clean, about 20 minutes. Remove pan from oven and allow to cool completely.
Beat unsalted butter in a large bowl until smooth; beat in 5 tablespoons Irish cream liqueur until mixture is creamy.
Slowly beat in confectioners' sugar, 1 cup at a time, until frosting is desired stiffness; spread frosting on brownies to serve.
",j9kandxcyu2SK5yNmK8yWjefb2xYdCG
Apple Pie by Grandma Ople,"['1 recipe pastry for a 9 inch double crust pie ADVERTISEMENT', '1/2 cup unsalted butter ADVERTISEMENT', '3 tablespoons all-purpose flour ADVERTISEMENT', '1/4 cup water ADVERTISEMENT', '1/2 cup white sugar ADVERTISEMENT', '1/2 cup packed brown sugar ADVERTISEMENT', '8 Granny Smith apples - peeled, cored and sliced ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 425 degrees F (220 degrees C). Melt the butter in a saucepan. Stir in flour to form a paste. Add water, white sugar and brown sugar, and bring to a boil. Reduce temperature and let simmer.
Place the bottom crust in your pan. Fill with apples, mounded slightly. Cover with a lattice work crust. Gently pour the sugar and butter liquid over the crust. Pour slowly so that it does not run off.
Bake 15 minutes in the preheated oven. Reduce the temperature to 350 degrees F (175 degrees C). Continue baking for 35 to 45 minutes, until apples are soft.
",xPYFucX1WnuJ5ddvW6SGs44Hr7Y778y
Easy Irish Colcannon,"['2 pounds potatoes, peeled and cubed ADVERTISEMENT', '1 head cabbage, chopped ADVERTISEMENT', '1 bunch green onions, chopped ADVERTISEMENT', '1/4 cup butter, softened ADVERTISEMENT', '1/2 cup half-and-half cream ADVERTISEMENT', 'salt and black pepper to taste ADVERTISEMENT', 'ADVERTISEMENT']","Place the potatoes, cabbage, and green onions into a large sauce pan, fill with water, and bring to a boil. Reduce heat, cover, and simmer until the potatoes are tender, about 20 minutes.
Drain the vegetables and place into a large bowl. Mash the potatoes and vegetables with the butter using a fork until the mixture is chunky, pouring in half-and-half gradually as you mash. Season with salt and pepper, and serve.
",q6phNiHdzKe8.iG1c8KSyyFxaeuY53m
Ang's Balsamic Maple Chicken,"['2 tablespoons maple syrup ADVERTISEMENT', '1 tablespoon balsamic syrup ADVERTISEMENT', '1/4 teaspoon garlic powder ADVERTISEMENT', '2 pinches cayenne pepper ADVERTISEMENT', '1 pinch ground white pepper ADVERTISEMENT', '1 pinch ground nutmeg ADVERTISEMENT', '1 pinch ground dried chipotle pepper ADVERTISEMENT', '3 skinless, boneless chicken breast halves ADVERTISEMENT', '1 tablespoon olive oil ADVERTISEMENT', 'ADVERTISEMENT']","Whisk maple syrup, balsamic vinegar, garlic powder, cayenne pepper, white pepper, nutmeg, and chipotle pepper together in a small bowl until rub is smooth. Coat chicken on all sides with rub.
Heat olive oil in a large skillet over medium-high heat. Cook chicken in hot oil until no longer pink in the center and juices run clear, 5 to 10 minutes per side. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).
",sf9JzBcRWe9QjxqeXANbq/Uotw707.q
Zesty Slow Cooker Chicken Barbecue,"['6 frozen skinless, boneless chicken breast halves ADVERTISEMENT', '1 (12 ounce) bottle barbeque sauce ADVERTISEMENT', '1/2 cup Italian salad dressing ADVERTISEMENT', '1/4 cup brown sugar ADVERTISEMENT', '2 tablespoons Worcestershire sauce ADVERTISEMENT', 'ADVERTISEMENT']","Place chicken in a slow cooker. In a bowl, mix the barbecue sauce, Italian salad dressing, brown sugar, and Worcestershire sauce. Pour over the chicken.
Cover, and cook 3 to 4 hours on High or 6 to 8 hours on Low.
",GkR/dNxhTeZUdRTYREYfFQa9TrCNjJO
Chicken Cordon Bleu II,"['6 skinless, boneless chicken breast halves ADVERTISEMENT', '6 slices Swiss cheese ADVERTISEMENT', '6 slices ham ADVERTISEMENT', '3 tablespoons all-purpose flour ADVERTISEMENT', '1 teaspoon paprika ADVERTISEMENT', '6 tablespoons butter ADVERTISEMENT', '1/2 cup dry white wine ADVERTISEMENT', '1 teaspoon chicken bouillon granules ADVERTISEMENT', '1 tablespoon cornstarch ADVERTISEMENT', '1 cup heavy whipping cream ADVERTISEMENT', 'ADVERTISEMENT']","Pound chicken breasts if they are too thick. Place a cheese and ham slice on each breast within 1/2 inch of the edges. Fold the edges of the chicken over the filling, and secure with toothpicks. Mix the flour and paprika in a small bowl, and coat the chicken pieces.
Heat the butter in a large skillet over medium-high heat, and cook the chicken until browned on all sides. Add the wine and bouillon. Reduce heat to low, cover, and simmer for 30 minutes, until chicken is no longer pink and juices run clear.
Remove the toothpicks, and transfer the breasts to a warm platter. Blend the cornstarch with the cream in a small bowl, and whisk slowly into the skillet. Cook, stirring until thickened, and pour over the chicken. Serve warm.
",ihSzemMJFm3PAc5Gjz7ClL3vrC17c1C
Chantal's New York Cheesecake,"['15 graham crackers, crushed ADVERTISEMENT', '2 tablespoons butter, melted ADVERTISEMENT', '4 (8 ounce) packages cream cheese ADVERTISEMENT', '1 1/2 cups white sugar ADVERTISEMENT', '3/4 cup milk ADVERTISEMENT', '4 eggs ADVERTISEMENT', '1 cup sour cream ADVERTISEMENT', '1 tablespoon vanilla extract ADVERTISEMENT', '1/4 cup all-purpose flour ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C). Grease a 9 inch springform pan.
In a medium bowl, mix graham cracker crumbs with melted butter. Press onto bottom of springform pan.
In a large bowl, mix cream cheese with sugar until smooth. Blend in milk, and then mix in the eggs one at a time, mixing just enough to incorporate. Mix in sour cream, vanilla and flour until smooth. Pour filling into prepared crust.
Bake in preheated oven for 1 hour. Turn the oven off, and let cake cool in oven with the door closed for 5 to 6 hours; this prevents cracking. Chill in refrigerator until serving.
",bLrpyFf9h6acX.fVtqmdTTu3yqIVliK
Baked Teriyaki Chicken,"['1 tablespoon cornstarch ADVERTISEMENT', '1 tablespoon cold water ADVERTISEMENT', '1/2 cup white sugar ADVERTISEMENT', '1/2 cup soy sauce ADVERTISEMENT', '1/4 cup cider vinegar ADVERTISEMENT', '1 clove garlic, minced ADVERTISEMENT', '1/2 teaspoon ground ginger ADVERTISEMENT', '1/4 teaspoon ground black pepper ADVERTISEMENT', '12 skinless chicken thighs ADVERTISEMENT', 'ADVERTISEMENT']","In a small saucepan over low heat, combine the cornstarch, cold water, sugar, soy sauce, vinegar, garlic, ginger and ground black pepper. Let simmer, stirring frequently, until sauce thickens and bubbles.
Preheat oven to 425 degrees F (220 degrees C).
Place chicken pieces in a lightly greased 9x13 inch baking dish. Brush chicken with the sauce. Turn pieces over, and brush again.
Bake in the preheated oven for 30 minutes. Turn pieces over, and bake for another 30 minutes, until no longer pink and juices run clear. Brush with sauce every 10 minutes during cooking.
",OEYgIen90sBkOPUM5x0RYnh2/JsdYt6
Guacamole,"['3 avocados - peeled, pitted, and mashed ADVERTISEMENT', '1 lime, juiced ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '1/2 cup diced onion ADVERTISEMENT', '3 tablespoons chopped fresh cilantro ADVERTISEMENT', '2 roma (plum) tomatoes, diced ADVERTISEMENT', '1 teaspoon minced garlic ADVERTISEMENT', '1 pinch ground cayenne pepper (optional) ADVERTISEMENT', 'ADVERTISEMENT']","In a medium bowl, mash together the avocados, lime juice, and salt. Mix in onion, cilantro, tomatoes, and garlic. Stir in cayenne pepper. Refrigerate 1 hour for best flavor, or serve immediately.
",.zMxHuCd3eOs2OxJg0w.rtPemJ6.Kvy
Boilermaker Tailgate Chili,"['2 pounds ground beef chuck ADVERTISEMENT', '1 pound bulk Italian sausage ADVERTISEMENT', '3 (15 ounce) cans chili beans, drained ADVERTISEMENT', '1 (15 ounce) can chili beans in spicy sauce ADVERTISEMENT', '2 (28 ounce) cans diced tomatoes with juice ADVERTISEMENT', '1 (6 ounce) can tomato paste ADVERTISEMENT', '1 large yellow onion, chopped ADVERTISEMENT', '3 stalks celery, chopped ADVERTISEMENT', '1 green bell pepper, seeded and chopped ADVERTISEMENT', '1 red bell pepper, seeded and chopped ADVERTISEMENT', '2 green chile peppers, seeded and chopped ADVERTISEMENT', '1 tablespoon bacon bits ADVERTISEMENT', '4 cubes beef bouillon ADVERTISEMENT', '1/2 cup beer ADVERTISEMENT', '1/4 cup chili powder ADVERTISEMENT', '1 tablespoon Worcestershire sauce ADVERTISEMENT', '1 tablespoon minced garlic ADVERTISEMENT', '1 tablespoon dried oregano ADVERTISEMENT', '2 teaspoons ground cumin ADVERTISEMENT', '2 teaspoons hot pepper sauce (e.g. Tabasco™) ADVERTISEMENT', '1 teaspoon dried basil ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '1 teaspoon ground black pepper ADVERTISEMENT', '1 teaspoon cayenne pepper ADVERTISEMENT', '1 teaspoon paprika ADVERTISEMENT', '1 teaspoon white sugar ADVERTISEMENT', '1 (10.5 ounce) bag corn chips such as Fritos® ADVERTISEMENT', '1 (8 ounce) package shredded Cheddar cheese ADVERTISEMENT', 'ADVERTISEMENT']","Heat a large stock pot over medium-high heat. Crumble the ground chuck and sausage into the hot pan, and cook until evenly browned. Drain off excess grease.
Pour in the chili beans, spicy chili beans, diced tomatoes and tomato paste. Add the onion, celery, green and red bell peppers, chile peppers, bacon bits, bouillon, and beer. Season with chili powder, Worcestershire sauce, garlic, oregano, cumin, hot pepper sauce, basil, salt, pepper, cayenne, paprika, and sugar. Stir to blend, then cover and simmer over low heat for at least 2 hours, stirring occasionally.
After 2 hours, taste, and adjust salt, pepper, and chili powder if necessary. The longer the chili simmers, the better it will taste. Remove from heat and serve, or refrigerate, and serve the next day.
To serve, ladle into bowls, and top with corn chips and shredded Cheddar cheese.
",2EH/nRUUcgkSG/0rru1LVBhynKlCWdq
Baked Pork Chops I,"['6 pork chops ADVERTISEMENT', '1 teaspoon garlic powder ADVERTISEMENT', '1 teaspoon seasoning salt ADVERTISEMENT', '2 egg, beaten ADVERTISEMENT', '1/4 cup all-purpose flour ADVERTISEMENT', '2 cups Italian-style seasoned bread crumbs ADVERTISEMENT', '4 tablespoons olive oil ADVERTISEMENT', '1 (10.75 ounce) can condensed cream of mushroom soup ADVERTISEMENT', '1/2 cup milk ADVERTISEMENT', '1/3 cup white wine ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
Rinse pork chops, pat dry, and season with garlic powder and seasoning salt to taste. Place the beaten eggs in a small bowl. Dredge the pork chops lightly in flour, dip in the egg, and coat liberally with bread crumbs.
Heat the oil in a medium skillet over medium-high heat. Fry the pork chops 5 minutes per side, or until the breading appears well browned. Transfer the chops to a 9x13 inch baking dish, and cover with foil.
Bake in the preheated oven for 1 hour. While baking, combine the cream of mushroom soup, milk and white wine in a medium bowl. After the pork chops have baked for an hour, cover them with the soup mixture. Replace foil, and bake for another 30 minutes.
",rZmNRXYwEzsfTnBgVQv8Cj/WY1lX8lS
Easy Sugar Cookies,"['2 3/4 cups all-purpose flour ADVERTISEMENT', '1 teaspoon baking soda ADVERTISEMENT', '1/2 teaspoon baking powder ADVERTISEMENT', '1 cup butter, softened ADVERTISEMENT', '1 1/2 cups white sugar ADVERTISEMENT', '1 egg ADVERTISEMENT', '1 teaspoon vanilla extract ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 375 degrees F (190 degrees C). In a small bowl, stir together flour, baking soda, and baking powder. Set aside.
In a large bowl, cream together the butter and sugar until smooth. Beat in egg and vanilla. Gradually blend in the dry ingredients. Roll rounded teaspoonfuls of dough into balls, and place onto ungreased cookie sheets.
Bake 8 to 10 minutes in the preheated oven, or until golden. Let stand on cookie sheet two minutes before removing to cool on wire racks.
",eoHeMPwLYNOUuP7fEHJUxUAyOFDusE6
Slow Cooker Chicken Taco Soup,"['1 onion, chopped ADVERTISEMENT', '1 (16 ounce) can chili beans ADVERTISEMENT', '1 (15 ounce) can black beans ADVERTISEMENT', '1 (15 ounce) can whole kernel corn, drained ADVERTISEMENT', '1 (8 ounce) can tomato sauce ADVERTISEMENT', '1 (12 fluid ounce) can or bottle beer ADVERTISEMENT', '2 (10 ounce) cans diced tomatoes with green chilies, undrained ADVERTISEMENT', '1 (1.25 ounce) package taco seasoning ADVERTISEMENT', '3 whole skinless, boneless chicken breasts ADVERTISEMENT', '1 (8 ounce) package shredded Cheddar cheese (optional) ADVERTISEMENT', 'sour cream (optional) ADVERTISEMENT', 'crushed tortilla chips (optional) ADVERTISEMENT', 'ADVERTISEMENT']","Place the onion, chili beans, black beans, corn, tomato sauce, beer, and diced tomatoes in a slow cooker. Add taco seasoning, and stir to blend. Lay chicken breasts on top of the mixture, pressing down slightly until just covered by the other ingredients. Set slow cooker for low heat, cover, and cook for 5 hours.
Remove chicken breasts from the soup, and allow to cool long enough to be handled. Stir the shredded chicken back into the soup, and continue cooking for 2 hours. Serve topped with shredded Cheddar cheese, a dollop of sour cream, and crushed tortilla chips, if desired.
",GWywt09r1TWhbEbOOmDDEHgmpqdsSk2
Grandmother's Buttermilk Cornbread,"['1/2 cup butter ADVERTISEMENT', '2/3 cup white sugar ADVERTISEMENT', '2 eggs ADVERTISEMENT', '1 cup buttermilk ADVERTISEMENT', '1/2 teaspoon baking soda ADVERTISEMENT', '1 cup cornmeal ADVERTISEMENT', '1 cup all-purpose flour ADVERTISEMENT', '1/2 teaspoon salt ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 375 degrees F (175 degrees C). Grease an 8 inch square pan.
Melt butter in large skillet. Remove from heat and stir in sugar. Quickly add eggs and beat until well blended. Combine buttermilk with baking soda and stir into mixture in pan. Stir in cornmeal, flour, and salt until well blended and few lumps remain. Pour batter into the prepared pan.
Bake in the preheated oven for 30 to 40 minutes, or until a toothpick inserted in the center comes out clean.
",E1CxumC3GHM3i688RfZ.iRqqhE5dpvi
Baked Ziti I,"['1 pound dry ziti pasta ADVERTISEMENT', '1 onion, chopped ADVERTISEMENT', '1 pound lean ground beef ADVERTISEMENT', '2 (26 ounce) jars spaghetti sauce ADVERTISEMENT', '6 ounces provolone cheese, sliced ADVERTISEMENT', '1 1/2 cups sour cream ADVERTISEMENT', '6 ounces mozzarella cheese, shredded ADVERTISEMENT', '2 tablespoons grated Parmesan cheese ADVERTISEMENT', 'ADVERTISEMENT']","Bring a large pot of lightly salted water to a boil. Add ziti pasta, and cook until al dente, about 8 minutes; drain.
In a large skillet, brown onion and ground beef over medium heat. Add spaghetti sauce, and simmer 15 minutes.
Preheat the oven to 350 degrees F (175 degrees C). Butter a 9x13 inch baking dish. Layer as follows: 1/2 of the ziti, Provolone cheese, sour cream, 1/2 sauce mixture, remaining ziti, mozzarella cheese and remaining sauce mixture. Top with grated Parmesan cheese.
Bake for 30 minutes in the preheated oven, or until cheeses are melted.
",IESYKnv/IXKkxm0iCAZE8jMA0pYYz5C
